iter	MultiClass
135	0.2638524387
136	0.2607529211
137	0.257706382
138	0.2549266694
139	0.2525048382
140	0.2493535244
141	0.2466813645
142	0.2438242156
143	0.2408362094
144	0.2381297618
145	0.2356645894
146	0.2330647098
147	0.2309153535
148	0.2286279374
149	0.2264414352
150	0.2236250968
151	0.2208811595
152	0.2185501834
153	0.2166472383
154	0.2141318238
155	0.2122351667
156	0.2100739047
157	0.2081059257
158	0.2062295847
159	0.2042320335
160	0.2022103463
161	0.2002580845
162	0.1983020042
163	0.1965471619
164	0.1940898654
165	0.1922769242
166	0.1904847179
167	0.1884519929
168	0.1865678526
169	0.1848430579
170	0.1829109522
171	0.1814067966
172	0.1793524589
173	0.1780656961
174	0.1765737713
175	0.1749537635
176	0.1734650196
177	0.1717967004
178	0.1701098795
179	0.1688133516
180	0.1673624049
181	0.1661647752
182	0.1650855207
183	0.1637034906
184	0.1624036652
185	0.1608922791
186	0.1596765642
187	0.1583635539
188	0.1571647507
189	0.1558392205
190	0.1545416764
191	0.1530138427
192	0.1516268635
193	0.1505314879
194	0.1494143533
195	0.1485486219
196	0.1474368695
197	0.1462575136
198	0.1452672299
199	0.1442044556
200	0.14320723
201	0.1417674932
202	0.1405624569
203	0.1394906479
204	0.1382126958
205	0.1371012164
206	0.1360886441
207	0.1350415563
208	0.1341747791
209	0.1333204803
210	0.1325057152
211	0.131547504
212	0.1305979871
213	0.1296359903
214	0.1287136038
215	0.1278871209
216	0.1270602949
217	0.126280389
218	0.1255040286
219	0.124780628
220	0.1238889502
221	0.122939483
222	0.1221257035
223	0.121268357
224	0.1205519662
225	0.1197345217
226	0.1188387185
227	0.1180067274
228	0.1170579168
229	0.1163167897
230	0.1155819053
231	0.1150471854
232	0.1144044697
233	0.1138321717
234	0.113031034
235	0.1122930409
236	0.1115943882
237	0.1109683995
238	0.1103972013
239	0.1096528339
240	0.1089813568
241	0.1084491889
242	0.1076935188
243	0.1071057285
244	0.1065127093
245	0.1059408277
246	0.1053023811
247	0.1047047162
248	0.1041899599
249	0.1035421104
250	0.103015872
251	0.1024269378
252	0.1017520559
253	0.1012123162
254	0.1005168435
255	0.09993585523
256	0.09946873944
257	0.09893112862
258	0.09841716683
259	0.09788344236
260	0.09729765358
261	0.09677586066
262	0.09626958588
263	0.09569613693
264	0.09525763053
265	0.09465563791
266	0.09423184723
267	0.09374609252
268	0.09317442852
269	0.09264012126
270	0.09212749628
271	0.0916659965
272	0.09131815741
273	0.09079159566
274	0.09026480509
275	0.08978777102
276	0.08929002112
277	0.08894186051
278	0.08853979301
279	0.08811248398
280	0.08762258544
281	0.0872184124
282	0.08671078076
283	0.0862226599
284	0.08582899718
285	0.0855860842
286	0.08508952689
287	0.08472156244
288	0.084314158
289	0.08402248216
290	0.08350000455
291	0.08318487254
292	0.08285244888
293	0.08270380091
294	0.08225269537
295	0.08188424322
296	0.08151360952
297	0.08109175064
298	0.08069037781
299	0.08028639143
300	0.07992791757
301	0.07960546335
302	0.07922391206
303	0.07879704678
304	0.07843332974
305	0.07812050963
306	0.07770277175
307	0.07735697688
308	0.07694286226
309	0.0766128832
310	0.07625575357
311	0.07588191068
312	0.07569221247
313	0.07536582804
314	0.07506162508
315	0.07465401306
316	0.07432360142
317	0.07393572053
318	0.07367458848
319	0.07331150911
320	0.07297353246
321	0.07266249154
322	0.07236789066
323	0.07208899682
324	0.071717527
325	0.0713518979
326	0.07106646005
327	0.07081980208
328	0.07057253357
329	0.07024176534
330	0.06997637546
331	0.06968535316
332	0.06938947411
333	0.0691200179
334	0.06879425593
335	0.06850760547
336	0.06821772552
337	0.06788342914
338	0.06761670583
339	0.06734671041
340	0.0670633556
341	0.06681533158
342	0.06657149986
343	0.06632052958
344	0.06604833382
345	0.06573256684
346	0.06548602282
347	0.06522830734
348	0.06500210171
349	0.06473175342
350	0.06448118562
351	0.06423580668
352	0.06395335923
353	0.06368002105
354	0.06345907424
355	0.06322898659
356	0.06303414433
357	0.06282776146
358	0.0625725182
359	0.06231942002
360	0.0620679531
361	0.06187718091
362	0.06161412962
363	0.06137940403
364	0.06115876286
365	0.06090391423
366	0.06070906411
367	0.06050490277
368	0.06025805794
369	0.06005644534
370	0.05987020323
371	0.05965436818
372	0.05953945682
373	0.05936938873
374	0.05912141995
375	0.05886224478
376	0.0586489826
377	0.05841513857
378	0.05818864918
379	0.05795889819
380	0.05777990443
381	0.05759926221
382	0.05735309357
383	0.05717590723
384	0.05696552025
385	0.05677777808
386	0.05657487758
387	0.05636545769
388	0.05619798837
389	0.05596836258
390	0.05580712209
391	0.05563840064
392	0.05546739693
393	0.05530244021
394	0.05509643073
395	0.05487504013
396	0.05476439732
397	0.05454100989
398	0.05438017946
399	0.05427636314
400	0.05410709709
401	0.05390716791
402	0.05369473554
403	0.05348414513
404	0.05329397788
405	0.05312234215
406	0.05294524047
407	0.05278087096
408	0.05260805971
409	0.05242738854
410	0.05224858573
411	0.05206919578
412	0.05186828359
413	0.05180037393
414	0.05161396266
415	0.05140836802
416	0.05124664218
417	0.05108648243
418	0.05093548642
419	0.05076730652
420	0.05060196662
421	0.05043740178
422	0.05026004192
423	0.05011556941
424	0.04992988136
425	0.04977817396
426	0.04957456365
427	0.0494166305
428	0.04926002973
429	0.04913010988
430	0.04898374815
431	0.0488647209
432	0.04873010284
433	0.04857172138
434	0.04840924377
435	0.0482604577
436	0.04810866211
437	0.04796399383
438	0.04780446584
439	0.04770138773
440	0.04753288074
441	0.0474205838
442	0.04728241108
443	0.0471273037
444	0.04696465594
445	0.04678748464
446	0.04663001574
447	0.04647857793
448	0.04634095613
449	0.0462227161
450	0.04609586663
451	0.04597552061
452	0.04582371912
453	0.04569893087
454	0.04555985574
455	0.0454106589
456	0.04527928149
457	0.04514743592
458	0.04500087295
459	0.04482134125
460	0.04466682915
461	0.04452689076
462	0.04439476028
463	0.04430029159
464	0.04418969411
465	0.04403050511
466	0.04390823404
467	0.04378127045
468	0.04367749584
469	0.04358270454
470	0.04344901815
471	0.04330827861
472	0.04320711296
473	0.04308386576
474	0.0429697678
475	0.0428702575
476	0.04274158295
477	0.04261724302
478	0.04247941078
479	0.04240565263
480	0.04229001963
481	0.04218672522
482	0.04207581988
483	0.04198139143
484	0.04186888402
485	0.04177653129
486	0.04165574734
487	0.04153578584
488	0.04139621187
489	0.0412978343
490	0.04118394339
491	0.04106453187
492	0.04096584987
493	0.04085402673
494	0.04074452922
495	0.04067611899
496	0.04058573003
497	0.04049167744
498	0.04037496163
499	0.04028062131
500	0.0401851071
501	0.04008901633
502	0.03999205112
503	0.03988250676
504	0.03977118209
505	0.03967681485
506	0.03959516171
507	0.03950382752
508	0.03942660272
509	0.03935420766
510	0.03928086744
511	0.03919482958
512	0.03910258096
513	0.03906214121
514	0.03897615047
515	0.03888204891
516	0.03881403947
517	0.03872828086
518	0.03863597373
519	0.0385492256
520	0.03846361443
521	0.03838561888
522	0.03829531122
523	0.03824490106
524	0.03815169671
525	0.03805144103
526	0.03796679414
527	0.03790220466
528	0.03780681969
529	0.03773754216
530	0.03768284707
531	0.03758644374
532	0.03753772394
533	0.03744385401
534	0.03735790223
535	0.0372764122
536	0.03716389146
537	0.03707806739
538	0.03699445822
539	0.0369081477
540	0.03680323672
541	0.03671917366
542	0.03665239691
543	0.03657459833
544	0.03648065418
545	0.03638260836
546	0.03629619061
547	0.0361800747
548	0.03608892672
549	0.03600589407
550	0.03591762527
551	0.03581532342
552	0.0357379113
553	0.03568598329
554	0.03562699783
555	0.0355515835
556	0.03548168513
557	0.03542912744
558	0.03535402117
559	0.03530053231
560	0.0352053583
561	0.03510986318
562	0.03502953717
563	0.03495079312
564	0.03492021037
565	0.03484360866
566	0.03477175501
567	0.03469542636
568	0.03462448917
569	0.03453146891
570	0.03443052356
571	0.03433654223
572	0.03426313133
573	0.03418378999
574	0.0341065674
575	0.03403418411
576	0.03395720706
577	0.03388462655
578	0.03382140366
579	0.03373680517
580	0.03367566265
581	0.03359580725
582	0.03353042064
583	0.03346297488
584	0.03339263359
585	0.03333302636
586	0.03326186538
587	0.03320609763
588	0.03312962694
589	0.03306243561
590	0.03299777673
591	0.03291538945
592	0.03285689834
593	0.03277643941
594	0.03271589205
595	0.03267090723
596	0.03259952637
597	0.0325435199
598	0.03248024167
599	0.03240591327
600	0.03232986489
601	0.03228657676
602	0.03221496977
603	0.03215075156
604	0.0320730196
605	0.03201951994
606	0.03195018915
607	0.03187356199
608	0.03181399755
609	0.03174867956
610	0.03168781155
611	0.03162023429
612	0.0315500413
613	0.03147449503
614	0.03140425169
615	0.03134413609
616	0.03127984069
617	0.03122316108
618	0.03117379747
619	0.03111602186
620	0.0310555083
621	0.03099754833
622	0.03093206245
623	0.03086235678
624	0.03079271689
625	0.0307295747
626	0.03066658442
627	0.03059770396
628	0.03051602917
629	0.03045760935
630	0.0303864862
631	0.03031823487
632	0.03026953349
633	0.03022880829
634	0.03016977744
635	0.03011916953
636	0.03005064477
637	0.03000189611
638	0.02992857335
639	0.02987391246
640	0.02981399652
641	0.02974145541
642	0.02969334625
643	0.02964202011
644	0.02958539997
645	0.02953330294
646	0.02948163134
647	0.02942949814
648	0.02937829216
649	0.02933381585
650	0.02928152242
651	0.02923119857
652	0.02918569719
653	0.02912975192
654	0.02907064555
655	0.02901997634
656	0.0289430425
657	0.02889624333
658	0.02883182278
659	0.02878559277
660	0.02872391897
661	0.02867639523
662	0.02862114239
663	0.02857672528
664	0.02851241511
665	0.02845535154
666	0.02840236902
667	0.02835726243
668	0.02829646879
669	0.02825432495
670	0.02821288015
671	0.02816483543
672	0.02810886656
673	0.02806609218
674	0.02800846647
675	0.02794561815
676	0.02789530535
677	0.02784625815
678	0.0278033603
679	0.02775337977
680	0.02771213168
681	0.02766373341
682	0.02760111689
683	0.02755739965
684	0.02752008669
685	0.02749320315
686	0.02743720837
687	0.02739440032
688	0.02733855704
689	0.02729559083
690	0.02724938487
691	0.02720515408
692	0.02716526918
693	0.0271101049
694	0.02706650316
695	0.02700797772
696	0.02696296
697	0.02691030596
698	0.02686179969
699	0.02680082201
700	0.02675594764
701	0.02671192254
702	0.02666738324
703	0.02661630474
704	0.02657888747
705	0.02653949551
706	0.02648941445
707	0.02644703744
708	0.02639525345
709	0.02634775018
710	0.02630504315
711	0.02625828057
712	0.02620301286
713	0.02616403414
714	0.02612303924
715	0.02607237642
716	0.02602973067
717	0.02598605083
718	0.02593566903
719	0.02588101508
720	0.02582794421
721	0.02578754569
722	0.02574536372
723	0.02569631482
724	0.02565631878
725	0.02560835393
726	0.02556458302
727	0.02554040127
728	0.0255078193
729	0.02547872102
730	0.02544168694
731	0.02541519584
732	0.02538467599
733	0.02534338258
734	0.02530003048
735	0.02525719469
736	0.02520483915
737	0.02517175871
738	0.02512554256
739	0.02507760474
740	0.02502819034
741	0.02497725071
742	0.02493739063
743	0.02489903003
744	0.02485134893
745	0.02481075958
746	0.02477430553
747	0.02473314332
748	0.02468968547
749	0.02466664157
750	0.02462508513
751	0.02458504446
752	0.02453654247
753	0.02449801245
754	0.02446185008
755	0.02443017242
756	0.02438775511
757	0.02435219326
758	0.02431494843
759	0.0242744451
760	0.02423941477
761	0.02420061942
762	0.02417073524
763	0.02413118098
764	0.0240928616
765	0.02404918198
766	0.02402063753
767	0.02399083347
768	0.0239626169
769	0.02392599898
770	0.02390270702
771	0.02386754851
772	0.02383147289
773	0.02379226225
774	0.02375421104
775	0.02372188708
776	0.02368768206
777	0.02363864575
778	0.02360889026
779	0.02356899281
780	0.02354230241
781	0.0235082734
782	0.02346496192
783	0.02343020475
784	0.02340448514
785	0.02336933245
786	0.02333961122
787	0.02329983991
788	0.02326030489
789	0.02322491003
790	0.02319013192
791	0.02316276429
792	0.0231290959
793	0.02308631696
794	0.02306119905
795	0.02302562183
796	0.02298431082
797	0.02295456026
798	0.02291916742
799	0.02288968385
800	0.02285678246
801	0.02282093881
802	0.02277825475
803	0.02273414038
804	0.02269292652
805	0.02264993258
806	0.02261664941
807	0.02257290124
808	0.02253070127
809	0.02249759656
810	0.02246122886
811	0.02242459215
812	0.02238693757
813	0.02235965052
814	0.02232480551
815	0.02231082984
816	0.02227815991
817	0.02224480215
818	0.02221038001
819	0.02218136012
820	0.02215711035
821	0.02212786952
822	0.02210059202
823	0.02206361917
824	0.02202868232
825	0.02199357685
826	0.02196180483
827	0.0219231523
828	0.0218866575
829	0.02185295721
830	0.02182281497
831	0.02179338491
832	0.02176146671
833	0.02173217674
834	0.02170034695
835	0.02166478023
836	0.02163975773
837	0.02160991069
838	0.02157218033
839	0.02153735205
840	0.02151067434
841	0.02148040226
842	0.02145109259
843	0.02142350777
844	0.02138286102
845	0.02134835055
846	0.02131952808
847	0.02128631236
848	0.02125370513
849	0.02122532166
850	0.02119784267
851	0.02117066297
852	0.02115175776
853	0.02111163729
854	0.02107819528
855	0.02105255002
856	0.02102488351
857	0.02099614559
858	0.02096770628
859	0.02093701627
860	0.02090809102
861	0.02087939772
862	0.02084997281
863	0.0208218772
864	0.02079894224
865	0.02077471541
866	0.02074564995
867	0.02070562835
868	0.02068002645
869	0.02065469653
870	0.02062463332
871	0.02059618568
872	0.02056737616
873	0.02053550152
874	0.02050251837
875	0.02047144116
876	0.02044431238
877	0.02041532489
878	0.02040134542
879	0.02036718606
880	0.02034848318
881	0.02032659305
882	0.0202978018
883	0.02027674476
884	0.02025016928
885	0.02021933424
886	0.02019766747
887	0.0201737795
888	0.02014711329
889	0.0201210027
890	0.0200945939
891	0.02006179609
892	0.02003642817
893	0.02000744762
894	0.01998543534
895	0.01995900062
896	0.01993387634
897	0.01989931072
898	0.01987305931
899	0.01984097409
900	0.01981558996
901	0.01978798781
902	0.0197666895
903	0.01973667255
904	0.01972642697
905	0.01970271185
906	0.01967570331
907	0.01964365661
908	0.01961336596
909	0.0195886514
910	0.01956912485
911	0.01954675191
912	0.01952329057
913	0.01949951821
914	0.01949029898
915	0.019464996
916	0.01943631114
917	0.01940907291
918	0.01938137558
919	0.01935984945
920	0.01934788515
921	0.01931855166
922	0.01929290016
923	0.01926680738
924	0.01924259174
925	0.01921686881
926	0.01918779155
927	0.01916309424
928	0.01914025869
929	0.01911101175
930	0.01909025292
931	0.0190665515
932	0.01904191459
933	0.01901840989
934	0.01899530917
935	0.01897218008
936	0.01895079179
937	0.01892444454
938	0.01890532021
939	0.01888054679
940	0.01886356653
941	0.01883768403
942	0.01881654402
943	0.01878981084
944	0.01876836777
945	0.01874038866
946	0.01872080085
947	0.01869496896
948	0.01866617606
949	0.01863926371
950	0.01861283808
951	0.018593454
952	0.01857046277
953	0.01854593901
954	0.01851974391
955	0.01849455151
956	0.01846392634
957	0.01844174983
958	0.01841627123
959	0.01839857659
960	0.01837171108
961	0.01834939063
962	0.01832699168
963	0.01830872143
964	0.01828692688
965	0.01826689988
966	0.0182465677
967	0.01822055007
968	0.0182016946
969	0.01817625448
970	0.01815447747
971	0.01813278469
972	0.01812415224
973	0.018103853
974	0.01808020319
975	0.01805158724
976	0.01803346187
977	0.01800979771
978	0.01798874089
979	0.01796939031
980	0.01794949745
981	0.01792284628
982	0.01789963503
983	0.0178780255
984	0.01785458023
985	0.01782761062
986	0.01780666865
987	0.01778865768
988	0.01776933881
989	0.01775085434
990	0.01773271799
991	0.01771221557
992	0.01768686641
993	0.01766794369
994	0.01764548107
995	0.01762606413
996	0.01760510521
997	0.0175825145
998	0.01756261226
999	0.01753996066
